lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
.33,16,27000,2527,54,3,0,1.5,8,electric,No,No,2
.49,15,25000,1592,54,3,1,1.5,7,gas,No,No,2
.32,18,27000,1294,54,3,0,1,4,electric,No,No,1
.94,33,25200,1974,63,4,1,2.5,9,gas,No,No,1
.16,17,15700,988,54,2,1,2,3,electric,No,No,1
.36,20,27000,1508,54,3,1,2,7,gas,No,No,2
.16,17,15600,908,54,2,0,1,4,electric,No,No,1
.35,20,27000,1910,54,4,1,2,10,electric,No,No,2
.15,18,15700,912,54,2,0,1.5,7,electric,No,No,1
.16,20,15700,912,54,2,0,1.5,7,electric,No,No,1
.16,19,15700,988,54,2,0,2,5,electric,No,No,1
.35,20,27000,1748,54,2,0,2,6,electric,No,No,1
.16,18,15700,912,54,2,1,1.5,6,electric,No,No,1
.15,17,15100,1385,54,3,0,1.5,7,electric,No,No,1
.43,15,25000,1300,54,3,0,1.5,4,gas,No,No,2
.15,17,15600,908,54,2,0,1,5,electric,No,No,1
1,25,21700,1900,54,3,0,2,8,electric,No,No,2
.33,16,27000,2191,54,3,1,2.5,8,electric,No,No,1
.16,25,15100,1080,54,2,1,1,5,gas,No,No,1
.59,15,25000,1300,54,3,1,1.5,5,gas,No,No,1
.4,1,15000,2458,63,4,1,2.5,11,gas,No,No,2
.35,22,10500,1040,63,3,0,1,8,electric,No,No,1
.44,0,13000,2886,63,4,1,3,11,gas,No,Yes,2
.14,8,3700,1840,23,3,0,1,7,gas,No,No,1
.37,19,13000,1988,63,2,0,1,5,electric,No,No,1
1,43,22900,672,57,2,0,1,5,oil,No,No,2
1.96,13,18400,1512,57,2,0,2,6,oil,No,No,1
.28,52,23200,1635,63,4,0,1.5,5,oil,No,No,1
.31,39,25100,1672,63,4,0,1.5,5,gas,No,No,1
.25,26,29000,1892,63,3,2,2,6,gas,No,No,1
.56,18,30800,1652,63,3,1,2,6,gas,No,No,1
.6,21,91600,2513,63,4,1,2.5,8,gas,No,No,2
.47,1,14100,3336,63,4,1,3.5,12,gas,No,No,2
.05,17,16000,1302,63,2,1,1.5,4,gas,No,No,1
.58,16,38200,2006,63,3,1,2,5,gas,No,No,2
.29,27,22700,1836,63,4,1,1.5,8,gas,No,No,1
1,49,69600,1994,60,3,1,2,9,oil,No,No,2
.5,19,29000,1652,63,3,1,2,6,gas,No,No,1
.57,8,31100,1888,63,3,1,2.5,7,gas,No,No,2
.08,19,17200,1480,63,3,1,1.5,5,gas,No,No,1
.2,19,19000,1234,63,2,1,2,7,electric,No,No,1
.3,31,24500,1778,63,3,1,1.5,7,gas,No,No,1
.65,23,72000,2514,63,5,1,2.5,10,gas,No,No,2
.56,35,30800,2700,63,4,1,2.5,10,gas,No,No,2
.7,21,39200,2330,63,4,1,3.5,8,gas,No,No,2
.6,33,32000,2676,63,4,1,2.5,11,gas,No,No,1
2.85,25,54700,2180,60,4,1,2,8,electric,No,No,2
.47,21,48300,2284,63,4,1,2.5,9,gas,No,No,2
.06,19,16400,1314,63,2,0,1.5,6,electric,No,No,1
.41,35,44300,2396,63,4,1,2.5,11,gas,No,No,2
.57,45,33200,2088,63,4,1,2,8,gas,No,No,1
.48,39,28200,2310,63,5,1,2.5,11,gas,No,No,1
.53,19,65800,2040,63,4,1,2.5,10,gas,No,No,2
12.2,19,111300,2599,63,3,1,2.5,11,electric,No,No,2
.61,16,29100,1702,63,3,1,1.5,6,gas,No,No,2
.49,18,28600,2125,63,4,1,2.5,8,gas,No,No,2
.6,38,32000,2310,63,4,1,2.5,10,gas,No,No,1
.12,31,18200,1431,63,3,0,1.5,8,gas,No,No,1
.15,20,18500,924,63,2,0,1,7,gas,No,No,1
.77,126,36300,1799,60,3,1,1,6,gas,No,No,1
.26,23,18200,976,63,3,0,2,5,electric,No,No,1
.66,19,53000,2217,63,4,1,2.5,8,gas,No,No,2
.57,102,25800,1969,77,4,2,1,6,oil,No,No,1
.47,19,75200,2376,63,3,1,2.5,8,gas,No,No,2
.48,18,36700,1585,63,3,1,1.5,5,gas,No,No,1
.46,32,32700,1453,63,4,1,2,7,gas,No,No,2
.57,12,67300,2973,63,4,1,3,11,oil,No,No,2
.43,37,31400,1612,63,3,1,1.5,7,gas,No,No,1
.58,4,17400,2734,63,3,1,2.5,9,gas,No,No,2
.15,22,18500,1479,63,3,1,1.5,5,electric,No,No,1
.14,19,18400,945,63,2,0,1,3,electric,No,No,1
.4,25,25000,1938,63,4,1,2.5,8,gas,No,No,2
.1,174,32800,1364,63,5,1,1,9,oil,No,No,1
.5,2,15000,3242,63,4,1,2.5,11,gas,No,No,2
.42,23,57500,1571,63,3,2,2,7,gas,No,No,2
.09,21,17600,1314,63,2,1,1.5,6,electric,No,No,1
.46,3,16100,2413,63,4,1,1.5,11,gas,No,No,2
.48,56,31800,900,77,2,1,1,5,oil,No,No,1
.58,0,17400,3157,63,4,1,3.5,10,gas,No,No,2
.28,102,22400,908,60,2,1,1,7,oil,No,No,1
.13,20,18300,924,63,2,0,1,6,electric,No,No,1
.12,18,18200,1138,63,2,1,1,6,electric,No,No,1
.45,38,27000,2310,63,5,1,2.5,12,gas,No,No,2
.46,30,30400,1874,63,4,1,2,9,gas,No,No,1
.29,20,20300,1228,63,4,0,1.5,6,electric,No,No,1
.06,19,16400,1479,63,3,1,1.5,5,gas,No,No,1
.44,38,31800,1612,63,3,0,1.5,6,gas,No,No,1
.49,22,48800,2088,63,4,1,2.5,6,electric,No,No,2
.4,4,30000,2131,63,4,1,2.5,10,gas,No,No,2
.15,20,18500,924,63,2,1,1,5,gas,No,No,1
.34,74,24800,1692,60,4,0,1.5,8,electric,No,No,1
.28,82,12600,1568,63,3,0,1,7,gas,No,No,1
.57,35,33200,2262,77,4,1,2.5,9,gas,No,No,2
.61,8,71200,2960,63,4,1,2.5,10,gas,No,No,2
.45,31,27000,1683,63,4,1,2.5,8,gas,No,No,1
.86,36,35800,2680,63,5,1,3.5,12,gas,No,No,2
.38,26,40100,2742,77,3,1,3,8,oil,No,No,2
.5,30,29000,2012,63,4,1,2.5,10,gas,No,No,2
.35,31,27800,2702,63,5,1,1.5,9,gas,No,No,2
.13,21,18300,1314,63,2,1,1.5,6,gas,No,No,1
.56,38,34800,1672,63,3,1,1.5,8,gas,No,No,1
.2,55,7700,1200,63,2,0,1,4,oil,No,No,1
.29,4,35800,1700,63,3,1,2.5,6,gas,No,No,1
.5,40,29000,2652,63,5,1,3.5,12,gas,No,No,2
.77,16,74400,3062,63,4,1,2.5,9,gas,No,No,2
.09,25,17600,1290,63,2,1,1.5,5,gas,No,No,1
.22,23,15400,1012,63,3,0,2,5,electric,No,No,1
.71,35,35100,2310,63,4,1,2.5,7,gas,No,No,2
.33,31,26500,2026,63,3,1,2.5,7,gas,No,No,2
1,18,31800,1404,63,3,0,1,6,gas,No,No,2
.23,13,34100,1782,60,3,0,1,8,gas,No,No,2
.11,15,42000,2002,63,3,1,2.5,8,gas,No,No,2
.61,36,35100,1782,63,4,1,1.5,7,gas,No,No,1
.46,11,27400,2212,63,4,1,2.5,10,oil,No,No,2
1.28,84,34600,1872,63,4,0,1,7,oil,No,No,2
.71,36,35100,1804,63,4,1,2.5,7,gas,No,No,2
.47,41,27800,1910,63,3,1,2.5,5,gas,No,No,2
.42,28,30900,1632,63,3,1,1.5,7,gas,No,No,1
1.93,16,131500,3824,63,3,2,4,12,gas,No,No,2
.48,32,33600,1196,63,3,0,1.5,5,gas,No,No,1
.42,30,23200,2259,63,4,1,2.5,11,gas,No,No,2
.48,39,25400,1690,63,3,1,2,6,gas,No,No,2
.12,19,18200,1227,63,2,1,2,6,gas,No,No,1
1.48,57,36000,1278,63,3,1,1,7,gas,No,No,1
.33,77,33500,668,60,1,0,1,2,oil,No,No,1
.46,17,60500,2762,63,4,1,2.5,8,gas,No,No,2
.32,38,42500,1558,63,3,1,1,4,gas,No,No,1
.92,11,36100,1352,63,3,0,2,5,electric,No,No,1
.46,37,27400,1920,63,5,1,2.5,9,gas,No,No,2
.34,6,36000,1940,63,3,1,2.5,7,gas,No,No,2
.23,30,19300,1249,63,3,0,1.5,8,gas,No,No,1
.28,27,19600,1576,63,3,0,2.5,4,gas,No,No,1
.07,30,16800,1419,63,3,0,1.5,4,gas,No,No,1
.29,4,35800,1700,63,3,1,2.5,7,gas,No,No,2
.77,15,38700,2748,63,4,1,3.5,8,gas,No,No,2
.33,18,35500,1792,63,3,1,2.5,7,gas,No,No,2
.66,36,35300,1724,63,3,0,1.5,8,electric,No,No,2
1,15,83600,2692,63,3,1,3.5,8,gas,No,No,2
.39,29,24600,1734,63,4,1,2.5,7,oil,No,No,2
.31,32,25100,2014,63,3,1,1.5,7,gas,No,No,2
.42,36,30900,2056,63,4,1,1.5,9,gas,No,No,2
.46,36,32700,1745,63,4,0,1.5,6,gas,No,No,1
.14,13,18400,1352,63,2,1,1.5,5,gas,No,No,1
.5,30,29000,2259,63,4,1,2.5,9,gas,No,No,2
.35,33,35300,2572,60,3,1,2.5,11,gas,No,No,2
.15,18,18500,924,63,2,1,1,7,electric,No,No,1
.32,21,35000,2000,63,3,0,1.5,7,gas,No,No,1
.17,21,11900,929,63,2,0,1.5,6,gas,No,No,1
.48,42,15800,1540,77,4,0,1,7,oil,No,No,1
.77,44,47000,1730,63,3,1,2,9,oil,No,No,2
.95,50,36800,1500,63,3,1,1,5,oil,No,No,1
.53,10,65800,2522,63,4,1,2.5,12,gas,No,No,2
.06,19,16400,1479,63,3,1,1.5,4,electric,No,No,1
.46,36,32700,1922,63,4,1,1.5,9,gas,No,No,1
.18,20,12600,1215,63,2,1,1.5,5,gas,No,No,1
.47,33,33200,2772,63,5,2,3,12,gas,No,No,2
.47,6,16500,2574,63,4,0,2.5,12,gas,No,No,2
.19,21,18900,945,63,2,0,1,3,electric,No,No,1
1.82,19,130700,2914,63,4,1,3.5,10,gas,No,No,2
.21,19,14700,1480,63,3,0,1.5,7,electric,No,No,1
.42,32,29400,1914,63,3,1,1.5,5,gas,No,No,2
.36,27,37000,1354,63,3,1,2,5,gas,No,No,1
.49,4,36900,2302,63,4,1,2.5,7,gas,No,No,2
.21,19,19100,1234,63,2,1,2,6,electric,No,No,1
.09,18,17600,1480,63,3,0,1.5,6,electric,No,No,1
.29,27,33000,1665,63,4,1,2,5,gas,No,No,2
.4,6,12000,2182,63,3,1,2.5,10,gas,No,No,2
.23,18,19300,924,63,2,1,1,7,electric,No,No,1
1,19,49300,1220,63,3,0,2,5,electric,No,No,1
.09,18,17600,1480,63,3,0,1.5,8,electric,No,No,1
.08,21,17200,1375,63,2,1,1.5,3,electric,No,No,1
.47,22,61300,2003,63,3,1,2.5,7,gas,No,No,2
.07,15,1800,1480,54,2,1,2.5,5,gas,No,No,1
.06,15,1600,1480,54,3,0,1.5,6,gas,No,No,1
.25,11,8300,1456,54,3,0,1,8,gas,No,No,1
.72,5,27200,1888,57,3,1,2.5,9,gas,No,No,2
.92,28,8700,1112,54,3,0,1,8,oil,No,No,1
.19,16,3400,1480,54,2,1,1.5,6,gas,No,No,1
.07,15,1800,1480,54,2,1,2.5,3,electric,No,No,1
.35,27,7900,1836,54,3,0,2,5,gas,No,No,1
.98,96,16100,1522,54,4,0,2,7,oil,No,No,1
2.92,1,20000,2709,36,3,1,2.5,10,gas,No,No,2
.99,10,9900,1020,57,3,0,2,5,oil,No,No,1
4,20,14000,2208,36,4,1,2,10,gas,No,No,2
.46,18,7800,1368,57,3,0,1,7,electric,No,No,1
.8,28,18000,2488,57,4,1,2.5,7,gas,No,No,2
.46,7,18400,1865,57,3,0,2.5,8,gas,No,No,2
.46,10,18400,3174,57,4,0,4,12,gas,No,No,2
.74,17,23000,2944,57,5,1,2.5,12,gas,No,No,2
.46,23,7800,960,57,3,0,1,4,gas,No,No,1
.82,15,15000,3142,57,4,1,2.5,11,gas,No,No,2
.46,32,11500,1666,57,4,1,2,9,oil,No,No,1
.07,77,14100,708,57,2,1,1,7,oil,No,No,1
.79,17,17900,1598,57,3,1,2,8,oil,No,No,2
1,13,4000,1564,27,3,1,2,4,gas,No,No,1
.63,14,5500,1224,36,3,0,1.5,7,gas,No,No,1
.21,77,3500,1379,36,3,0,1,7,gas,No,No,1
.41,41,25400,2310,64,4,1,2.5,7,gas,No,No,2
.01,14,1200,960,33,2,0,1.5,6,gas,No,No,1
1.28,16,50000,960,21,3,0,1,8,electric,No,No,2
1.64,52,25700,1820,52,4,2,2.5,7,gas,No,No,2
.33,95,2500,1632,27,3,0,2,4,oil,No,No,1
.09,90,5900,1594,40,2,0,2,3,gas,No,No,2
1.19,16,17900,1290,62,3,0,2,5,oil,No,No,1
.4,11,300,1560,36,3,0,1.5,7,gas,No,No,1
.9,46,7400,1453,36,4,1,1.5,7,oil,No,No,1
1,40,17000,1664,62,3,1,2,8,oil,No,No,1
.1,18,16200,2169,62,3,1,2.5,10,electric,No,No,2
.02,9,20000,1420,62,3,0,1,8,gas,No,No,1
.18,71,3100,1441,36,3,0,1.5,8,gas,No,No,1
.76,4,18100,1016,62,3,0,1.5,5,gas,No,No,1
.46,0,15200,2947,52,4,1,2.5,10,gas,No,Yes,2
.59,11,16700,1652,62,3,0,1.5,5,oil,No,No,1
.91,105,13200,1927,62,3,0,1.5,7,oil,No,No,2
1,11,16000,960,62,3,0,1,5,gas,No,No,1
.46,28,15700,1804,62,3,1,1.5,7,electric,No,No,1
.23,1,72300,2616,62,4,1,2.5,8,gas,No,No,2
1.2,42,17900,1116,62,2,0,1.5,6,oil,No,No,1
1,52,19200,2147,62,2,1,1.5,7,oil,No,No,1
.87,36,17400,876,62,2,2,1.5,3,oil,No,No,1
.79,26,16100,2102,62,4,1,2.5,10,electric,No,No,2
1,15,12100,1776,62,3,1,1.5,5,oil,No,No,2
4.84,3,21500,1996,62,3,1,3,8,gas,No,No,2
.16,165,7200,1759,35,3,0,1,5,gas,No,No,1
1,10,16200,1014,62,3,0,1,7,gas,No,No,1
.29,5,7400,2270,35,4,0,2.5,10,gas,No,No,2
.31,85,3400,1548,27,3,0,1.5,8,oil,No,No,1
.39,3,15000,1620,35,3,0,2,4,gas,No,No,1
1.05,40,49800,2608,52,4,2,2.5,8,gas,No,No,2
1,15,24500,1080,35,3,0,2,4,electric,No,No,1
.3,76,38300,1140,50,3,0,2,5,gas,Yes,No,2
.6,34,2700,1152,36,3,0,1,5,gas,No,No,1
5.52,20,5900,1056,36,2,0,1,7,electric,No,No,1
.48,2,13400,1257,62,3,0,2,8,gas,No,No,1
.15,25,7200,936,35,2,1,1.5,3,gas,No,No,1
.04,30,1400,1140,33,3,0,1.5,5,electric,No,No,1
.01,14,1200,960,33,2,0,1.5,3,gas,No,No,1
.25,6,15000,1058,35,2,0,1.5,4,gas,No,No,1
1,29,23000,768,35,2,0,1,6,electric,No,No,1
2,14,38900,2048,52,4,1,2.5,10,oil,No,No,2
.29,7,1100,1198,33,2,1,2,3,gas,No,No,1
1,27,5000,2430,50,4,0,1,9,electric,No,No,2
.41,35,1300,918,50,3,0,1,7,oil,No,No,1
.89,46,4500,2722,50,4,1,1.5,11,oil,No,No,2
.46,0,11100,2364,33,4,1,2.5,8,gas,No,No,2
1,15,5000,1440,50,3,0,1,4,oil,No,No,1
.27,27,4600,1744,50,3,0,1,7,oil,No,No,2
.14,105,600,2280,33,4,0,1.5,10,oil,No,No,1
.42,130,1700,1736,33,3,0,2,5,oil,No,No,1
.74,95,2700,883,50,1,0,1,2,oil,No,No,1
.1,145,600,1001,50,2,0,1,5,gas,No,No,1
1.73,34,11500,1296,50,3,0,1,5,oil,No,No,2
.47,14,16400,2304,40,3,1,2.5,9,electric,No,No,2
.62,13,28500,2076,52,3,1,2.5,9,gas,No,No,2
.34,51,19000,1468,52,4,0,1,5,oil,No,No,1
.34,50,19000,1272,52,3,1,1.5,5,gas,No,No,1
3.28,11,39900,1900,43,3,1,2.5,9,oil,No,No,2
.47,53,23700,1548,52,3,0,1.5,8,oil,No,No,2
2,35,36600,2212,52,4,1,1.5,8,electric,No,No,2
.3,0,35800,2376,52,4,1,2.5,10,gas,No,No,2
.41,33,13500,1712,52,3,1,1.5,7,oil,No,No,1
.99,1,5000,2660,62,4,1,3.5,8,gas,No,No,2
.29,5,25000,1487,36,3,0,3,5,oil,No,No,2
2.03,30,10200,1532,36,3,1,1.5,8,electric,No,No,2
.61,21,16100,2486,62,4,1,2.5,11,gas,No,No,2
.46,25,13800,1918,62,3,0,2,8,gas,No,No,2
.51,47,14600,1270,21,3,0,1,7,oil,No,No,1
.17,19,15200,1406,40,2,0,1.5,7,electric,No,No,1
.15,18,15100,1385,40,2,0,1.5,6,electric,No,No,1
.45,16,25000,1300,40,3,0,1.5,4,gas,No,No,2
.87,0,108900,3259,40,4,1,2.5,10,gas,No,Yes,2
.08,9,1000,1536,36,3,0,1.5,7,gas,No,No,1
.58,14,19000,1636,35,4,1,1.5,9,oil,No,No,1
.41,15,18700,1944,35,3,1,1.5,7,gas,No,No,1
.46,19,18800,1676,35,3,1,2,7,gas,No,No,2
.47,12,10700,1040,36,3,0,1,5,gas,No,No,1
.01,13,1000,1800,36,3,1,2.5,7,gas,No,No,2
.14,85,7800,1394,21,3,1,1.5,6,oil,No,No,1
.47,5,20400,1885,21,2,1,2,7,oil,Yes,No,2
.61,1,19500,1056,21,3,0,2,4,oil,No,No,1
.16,38,54900,1593,62,3,0,1.5,4,gas,No,No,1
.05,125,45000,1436,62,4,0,1,5,oil,No,No,1
.38,34,57800,1668,62,4,1,1.5,5,gas,No,No,1
.25,35,50000,1302,62,3,0,2,4,gas,No,No,1
.37,33,57200,1239,62,3,1,1,7,gas,No,No,1
.31,85,64400,840,62,2,0,1,3,oil,No,No,1
.19,55,103000,780,62,2,0,1.5,6,gas,No,No,2
.29,3,64400,1728,62,3,0,2.5,7,gas,No,No,2
.18,140,56700,1666,62,3,0,1,8,gas,No,No,2
.24,4,75400,2022,62,3,1,2.5,7,gas,No,No,2
.08,46,183300,2225,62,4,1,2,9,gas,No,No,2
.17,115,53700,1023,62,2,0,1,6,gas,No,No,2
.13,17,51400,1290,62,2,0,1.5,4,electric,No,No,2
.48,31,72600,3968,62,5,4,3.5,12,gas,No,No,2
.14,129,93000,1699,62,4,0,1,9,gas,No,No,2
.48,27,57800,2137,62,4,0,1,9,gas,No,No,2
.03,5,27000,1428,62,2,1,2.5,4,gas,No,No,2
.24,35,49100,936,62,3,0,1,8,gas,No,No,1
.21,3,70600,2586,62,4,1,3,10,gas,No,No,2
.16,6,36800,1373,62,3,1,2,5,gas,No,No,2
.28,33,51800,1272,62,3,0,1,6,gas,No,No,1
.3,33,53000,1368,62,3,1,2,8,gas,No,No,1
.29,18,46400,2120,62,4,1,2.5,11,gas,No,No,2
.3,34,53000,1279,62,2,0,1,5,gas,No,No,1
.53,35,66500,1104,62,2,0,1,3,gas,No,No,1
.28,41,64000,1092,62,3,1,1,4,gas,No,No,2
.11,121,87000,2247,62,4,0,2,10,gas,No,No,2
.18,53,101000,1146,62,4,0,1.5,7,gas,No,No,2
.53,23,225800,3250,62,3,2,2.5,10,gas,No,No,2
.35,18,50000,1920,62,4,1,2.5,10,gas,No,No,2
.5,0,65000,1932,62,3,1,2,7,gas,No,No,2
.14,4,112100,1620,62,3,0,2.5,7,gas,No,No,2
.22,50,72000,1640,62,3,0,1,4,gas,No,No,2
.17,39,55800,1040,62,5,0,1.5,6,gas,No,No,1
5.35,37,137800,1676,62,4,0,2,8,oil,No,No,2
.33,16,48800,1991,62,3,1,2.5,6,gas,No,No,2
.24,17,60200,1908,62,4,1,3.5,9,gas,No,No,2
.57,85,62500,966,62,3,0,1,4,oil,No,No,2
.03,19,27000,1815,62,2,1,2.5,5,gas,No,No,2
.3,32,53000,1664,62,3,0,1,7,gas,No,No,1
.04,19,25600,1216,62,2,1,2,4,gas,No,No,2
.16,33,54900,1564,62,3,0,2,7,gas,No,No,1
.31,32,143200,2752,62,4,1,2.5,10,gas,No,No,2
.25,35,50000,936,62,3,0,1,4,gas,No,No,1
.14,95,50800,1617,62,4,0,1.5,9,gas,No,No,2
.12,69,195000,1452,62,3,1,2,5,gas,No,No,2
.31,5,80600,1911,62,3,1,2.5,6,gas,No,No,2
.28,31,80800,1580,62,3,0,1.5,4,gas,No,No,2
.27,34,51200,1920,62,3,1,1,5,gas,No,No,1
.21,80,115000,1155,62,4,0,1.5,7,gas,No,No,2
.34,3,82400,3770,62,4,1,2.5,12,gas,No,No,2
.04,18,36000,1675,62,2,1,2.5,6,gas,No,No,2
.21,33,107000,912,62,3,0,1,4,gas,No,No,2
.17,115,55800,1510,62,3,0,1,8,gas,No,No,2
.16,35,54900,864,62,2,0,1,6,gas,No,No,1
.46,35,62600,1600,62,4,0,2,6,gas,No,No,2
.07,15,48200,1744,62,3,1,2.5,5,gas,No,No,2
.69,3,101500,3208,62,4,1,2.5,11,gas,No,No,2
.06,16,45800,1290,62,2,0,1.5,7,gas,No,No,2
.03,19,27000,1900,62,2,1,2.5,7,gas,No,No,2
1,25,24700,2808,35,3,0,1,11,oil,No,No,1
.19,18,7300,1576,35,3,0,1.5,4,gas,No,No,2
.2,135,7300,1118,35,3,0,1,5,gas,No,No,1
1.09,8,23000,1752,35,3,2,2,6,gas,No,No,2
.02,32,22500,1753,35,3,0,1.5,5,electric,No,No,1
1,14,128500,2186,62,3,0,2.5,10,gas,No,No,2
.25,35,50000,1800,62,2,0,1,5,gas,No,No,1
.46,30,56600,2462,62,5,1,2.5,10,gas,No,No,2
.2,50,70000,1286,62,5,0,2,10,gas,No,No,2
.16,35,97000,1337,62,3,0,1,8,gas,No,No,1
.17,5,37600,1170,62,2,1,2.5,4,gas,No,No,2
.55,53,73400,1185,62,3,0,1,4,gas,No,No,2
.5,19,59000,2424,62,4,1,2.5,8,gas,No,No,2
.09,125,83000,1828,62,3,0,1.5,7,gas,No,No,2
.34,41,80000,2176,62,4,1,2.5,8,electric,No,No,2
.39,4,85400,2000,62,3,1,2.5,6,gas,No,No,2
.18,10,38400,1340,62,3,1,2.5,8,gas,No,No,2
.13,52,63000,1208,62,3,0,1,6,gas,No,No,2
.19,2,57600,2244,62,4,1,2.5,10,gas,No,No,2
.3,31,53000,1592,62,3,1,1.5,7,gas,No,No,1
.39,17,52400,1831,62,3,1,2.5,7,gas,No,No,2
.01,37,182600,1093,62,2,1,1.5,5,gas,No,No,2
.12,110,89000,1460,62,2,0,1,5,gas,No,No,2
.25,152,115000,2128,62,3,1,1.5,10,gas,No,No,2
.24,30,49100,1368,62,3,0,1,5,gas,No,No,1
.15,1,36000,2200,62,3,1,2.5,8,gas,No,No,2
.25,23,61000,2310,62,2,1,3,8,gas,No,No,2
.04,12,25600,1776,62,3,1,2.5,7,gas,No,No,2
.05,8,32000,1852,62,3,0,2.5,9,electric,No,No,2
.32,42,144900,1092,62,2,0,2,4,gas,No,No,2
.11,121,87000,2247,62,4,0,2,8,gas,No,No,2
.11,19,49800,1311,62,3,0,1.5,8,gas,No,No,1
.13,4,110200,1392,62,3,0,2.5,4,gas,No,No,2
.4,33,59000,1116,62,4,0,1.5,8,gas,No,No,1
.1,115,49500,812,62,2,0,1,4,gas,No,No,1
.48,27,31700,1872,52,4,1,2.5,8,gas,No,No,1
.75,8,20500,1248,40,3,0,2,5,electric,No,No,1
.19,3,97300,1702,52,2,0,2,4,gas,Yes,No,2
.51,57,13300,1346,52,2,1,1,4,oil,No,No,1
.63,20,17700,1596,52,3,1,2,6,gas,No,No,2
.09,57,1000,884,36,3,0,1,7,gas,No,No,1
.13,137,700,814,36,2,0,1,3,gas,No,No,1
.19,71,3200,720,36,2,0,1,5,gas,No,No,1
.57,28,2600,2051,36,3,0,1,5,electric,No,No,1
.92,11,2600,1590,36,2,1,2,6,oil,No,No,2
.35,39,1600,1202,36,3,0,1,6,electric,No,No,1
.86,16,4300,2016,36,3,0,1.5,5,oil,No,No,2
.8,6,2000,1274,36,3,1,2,6,gas,No,No,2
.36,40,3600,960,36,3,0,1,5,oil,No,No,1
.44,47,4000,1056,36,3,0,1,6,gas,No,No,1
.25,12,5200,1820,36,3,0,3.5,8,oil,No,No,2
.65,27,16500,2486,62,4,1,2.5,7,gas,No,No,2
.46,27,13800,1890,62,3,0,2.5,9,gas,No,No,2
.7,84,4600,1274,36,4,1,1,6,oil,No,No,1
.55,14,3000,1716,36,4,0,2,6,oil,No,No,2
.35,22,12000,1336,62,2,1,1.5,4,electric,No,No,1
.96,45,8700,1392,62,3,0,1,5,gas,No,No,2
.54,1,20400,2346,62,4,0,2.5,10,gas,No,No,2
.47,19,14100,1475,62,3,0,1.5,7,gas,No,No,1
.52,16,5500,1248,27,3,0,2,6,electric,No,No,1
.15,16,10000,1920,27,4,1,2.5,10,electric,No,Yes,1
.65,2,4000,2040,27,4,0,2.5,8,oil,No,No,2
1.34,15,75700,2649,21,3,1,3,7,electric,Yes,No,2
.17,105,4100,1500,64,3,0,1,6,oil,No,No,1
.53,1,233000,3163,64,4,1,2.5,10,gas,No,Yes,2
.14,18,19600,1343,64,2,1,1.5,4,gas,No,No,1
.46,17,36600,1573,64,3,1,2,5,gas,No,No,2
.09,18,20500,1270,64,3,1,1.5,4,electric,No,No,1
.41,14,26700,1316,64,3,0,1.5,8,gas,No,No,1
.48,11,47400,3092,64,4,1,2.5,11,gas,No,No,2
.44,7,24200,1328,64,3,1,2.5,8,gas,No,No,2
.42,14,28500,2560,64,4,1,2.5,12,oil,No,No,2
.12,17,16800,1343,64,2,1,2.5,6,gas,No,No,1
.46,1,3200,3250,64,4,1,3,12,gas,No,Yes,2
.35,1,233000,3086,64,3,1,2.5,8,gas,No,Yes,2
.66,155,25200,1080,64,2,1,1,3,oil,No,No,1
.13,16,18200,1120,64,2,1,1.5,6,gas,No,No,1
.46,1,70100,2876,64,5,1,3.5,12,gas,No,No,2
.01,19,9900,1281,64,2,0,2.5,3,electric,No,No,1
.62,9,57800,2900,64,4,1,2.5,10,gas,No,No,2
.08,18,20400,1512,64,2,1,1.5,7,gas,No,No,1
.58,1,233000,2879,64,4,1,2.5,9,gas,No,Yes,2
.69,3,43700,2537,64,4,1,2,11,gas,No,No,2
.35,37,23500,1056,64,3,0,1,4,gas,No,No,1
.14,16,19600,1296,64,2,1,1.5,6,gas,No,No,1
.13,18,20900,1512,64,2,1,1.5,3,electric,No,No,1
.47,27,32000,1338,64,3,1,2,7,oil,No,No,1
.33,10,35400,2368,64,4,1,2.5,7,gas,No,No,2
.46,8,25100,1528,64,3,0,2.5,4,gas,No,No,2
.89,27,30900,1857,64,4,1,2.5,8,gas,No,No,2
.49,0,233000,3320,64,4,1,2.5,12,gas,No,Yes,2
.46,14,36600,2227,64,4,1,2.5,10,gas,No,No,2
.13,6,46500,2742,64,4,1,2.5,11,gas,No,No,2
.5,9,37800,2988,64,5,1,2.5,11,gas,No,No,2
.35,17,37000,1656,64,3,1,1.5,8,gas,No,No,1
.01,9,28400,1760,64,3,1,2.5,5,gas,No,No,2
.38,39,25000,1702,64,4,1,1.5,8,gas,No,No,2
.37,38,24500,1682,64,3,1,1.5,4,gas,No,No,2
.21,17,28800,1180,64,2,1,1.5,4,gas,No,No,1
.64,3,153800,2885,64,4,1,2.5,10,gas,No,No,2
.02,20,14900,1281,64,2,0,2.5,3,electric,No,No,1
.24,18,29500,1596,64,3,1,2,4,gas,No,No,2
.16,21,15100,1184,40,3,0,2,4,electric,No,No,1
.46,1,108900,2745,40,4,1,3,8,gas,No,Yes,2
.46,1,108900,2680,40,4,1,2.5,11,gas,No,Yes,2
.35,1,108900,2483,40,3,1,2.5,10,gas,No,Yes,2
.92,19,25000,1188,40,3,0,1,4,oil,No,No,1
